category,amount,frequency_deviation,day_of_month,is_weekend,is_anomaly,note
entertainment,2214.54,0.97,11,0,0,Normal transaction in entertainment
other,26149.86,4.35,11,0,1,Unusual high spike in other
other,35039.8,5.04,21,0,1,Unusual high spike in other
food,1754.24,0.79,9,1,0,Normal transaction in food
other,4185.86,1.45,15,1,0,Normal transaction in other
food,499.14,1.1,14,1,0,Normal transaction in food
transport,3774.42,0.73,12,0,0,Normal transaction in transport
entertainment,1863.42,0.6,2,0,0,Normal transaction in entertainment
other,4560.72,0.37,26,1,0,Normal transaction in other
other,2828.79,1.22,17,1,0,Normal transaction in other
entertainment,2469.19,1.22,16,1,0,Normal transaction in entertainment
transport,416.34,0.63,26,0,0,Normal transaction in transport
other,2997.28,1.27,3,1,0,Normal transaction in other
transport,2108.13,0.37,27,0,0,Normal transaction in transport
shopping,11275.77,1.15,21,0,0,Normal transaction in shopping
health,5582.35,1.17,9,1,0,Normal transaction in health
rent,44542.01,0.21,10,0,0,Normal transaction in rent
other,4490.89,0.37,3,1,0,Normal transaction in other
food,184.46,1.19,13,0,0,Normal transaction in food
education,8981.42,1.02,10,1,0,Normal transaction in education
rent,9496.06,1.37,14,1,0,Normal transaction in rent
transport,3635.19,1.45,5,0,0,Normal transaction in transport
education,7594.25,0.95,13,1,0,Normal transaction in education
education,20109.41,0.33,25,1,0,Normal transaction in education
education,14257.23,1.18,15,0,0,Normal transaction in education
entertainment,641.64,1.78,15,0,0,Normal transaction in entertainment
other,4204.06,0.78,23,0,0,Normal transaction in other
entertainment,2541.27,0.95,19,0,0,Normal transaction in entertainment
education,20311.72,0.73,19,1,0,Normal transaction in education
transport,433.83,1.48,9,0,0,Normal transaction in transport
food,1597.38,1.11,10,0,0,Normal transaction in food
other,4549.99,0.43,19,1,0,Normal transaction in other
transport,509.44,1.08,28,1,0,Normal transaction in transport
transport,2114.59,0.87,6,0,0,Normal transaction in transport
entertainment,2582.46,1.63,25,0,0,Normal transaction in entertainment
health,2561.47,1.5,8,1,0,Normal transaction in health
health,6772.29,0.76,7,0,0,Normal transaction in health
food,2890.81,1.65,28,0,0,Normal transaction in food
food,19822.84,4.67,3,0,1,Unusual high spike in food
rent,18929.33,1.42,14,1,0,Normal transaction in rent
other,469.25,1.35,8,0,0,Normal transaction in other
transport,1203.6,1.1,1,0,0,Normal transaction in transport
education,20874.44,1.75,8,0,0,Normal transaction in education
education,942.66,0.43,13,0,0,Normal transaction in education
transport,2621.53,1.56,11,0,0,Normal transaction in transport
entertainment,2605.21,1.18,5,0,0,Normal transaction in entertainment
education,9126.27,1.4,4,1,0,Normal transaction in education
education,17322.06,1.58,18,1,0,Normal transaction in education
entertainment,2237.15,0.46,10,0,0,Normal transaction in entertainment
education,15935.32,1.17,27,0,0,Normal transaction in education
health,460.13,1.78,5,1,0,Normal transaction in health
rent,24501.45,0.85,25,1,0,Normal transaction in rent
other,2036.03,0.93,19,1,0,Normal transaction in other
transport,3806.25,1.24,11,1,0,Normal transaction in transport
food,1113.67,1.3,1,1,0,Normal transaction in food
rent,42008.36,0.53,7,1,0,Normal transaction in rent
education,16580.42,0.3,3,1,0,Normal transaction in education
health,4474.41,1.62,6,1,0,Normal transaction in health
entertainment,2335.01,0.53,1,0,0,Normal transaction in entertainment
shopping,15861.01,0.9,13,0,0,Normal transaction in shopping
food,2138.01,0.79,12,0,0,Normal transaction in food
education,69360.18,4.85,23,1,1,Unusual high spike in education
shopping,3480.96,0.45,18,1,0,Normal transaction in shopping
rent,34395.73,0.76,9,1,0,Normal transaction in rent
rent,26442.74,1.25,2,0,0,Normal transaction in rent
other,3339.87,0.35,19,0,0,Normal transaction in other
food,1154.78,0.6,2,1,0,Normal transaction in food
rent,39950.64,1.68,18,1,0,Normal transaction in rent
transport,820.7,0.36,10,1,0,Normal transaction in transport
other,4929.57,1.76,8,1,0,Normal transaction in other
other,619.58,1.29,19,1,0,Normal transaction in other
rent,34023.19,0.89,16,0,0,Normal transaction in rent
entertainment,2414.84,0.37,26,1,0,Normal transaction in entertainment
rent,10677.18,0.39,18,0,0,Normal transaction in rent
other,2990.29,0.68,19,1,0,Normal transaction in other
rent,27564.47,0.45,16,0,0,Normal transaction in rent
health,3882.79,1.66,17,1,0,Normal transaction in health
rent,19030.32,0.5,13,0,0,Normal transaction in rent
education,4453.45,0.54,20,1,0,Normal transaction in education
shopping,2102.76,0.97,7,1,0,Normal transaction in shopping
entertainment,1379.89,0.81,7,1,0,Normal transaction in entertainment
other,3472.25,1.68,9,0,0,Normal transaction in other
shopping,7752.28,0.93,6,1,0,Normal transaction in shopping
rent,42548.9,1.0,3,0,0,Normal transaction in rent
shopping,3717.33,1.64,3,0,0,Normal transaction in shopping
other,5156.96,0.95,4,0,0,Normal transaction in other
shopping,4556.07,1.58,17,1,0,Normal transaction in shopping
food,783.22,0.31,3,0,0,Normal transaction in food
rent,21983.87,0.45,1,0,0,Normal transaction in rent
entertainment,2692.61,1.71,18,1,0,Normal transaction in entertainment
rent,22494.49,0.92,13,1,0,Normal transaction in rent
other,3469.24,0.73,7,1,0,Normal transaction in other
entertainment,1696.84,0.42,26,0,0,Normal transaction in entertainment
transport,2032.25,1.29,18,0,0,Normal transaction in transport
transport,2440.85,1.41,6,0,0,Normal transaction in transport
health,5990.99,0.23,24,1,0,Normal transaction in health
food,2503.34,1.62,12,1,0,Normal transaction in food
transport,2766.55,0.94,16,1,0,Normal transaction in transport
entertainment,2086.16,1.79,27,1,0,Normal transaction in entertainment
food,3134.32,1.24,12,1,0,Normal transaction in food
shopping,4834.77,0.55,25,1,0,Normal transaction in shopping
transport,1940.49,1.33,15,0,0,Normal transaction in transport
other,2278.86,1.62,8,1,0,Normal transaction in other
other,3004.23,0.93,14,1,0,Normal transaction in other
rent,16273.03,0.81,6,0,0,Normal transaction in rent
entertainment,2559.93,1.42,12,0,0,Normal transaction in entertainment
shopping,14056.25,1.68,24,0,0,Normal transaction in shopping
shopping,11301.17,1.75,25,0,0,Normal transaction in shopping
rent,181438.92,5.8,7,0,1,Unusual high spike in rent
other,2272.98,1.3,26,0,0,Normal transaction in other
entertainment,2605.69,0.49,25,0,0,Normal transaction in entertainment
rent,31701.04,1.06,9,0,0,Normal transaction in rent
food,2879.75,0.44,16,1,0,Normal transaction in food
shopping,8049.3,1.8,18,0,0,Normal transaction in shopping
education,23283.27,0.41,12,1,0,Normal transaction in education
shopping,10639.29,1.14,25,0,0,Normal transaction in shopping
food,1320.33,1.08,11,0,0,Normal transaction in food
education,13717.11,0.71,18,0,0,Normal transaction in education
transport,3136.23,0.91,6,0,0,Normal transaction in transport
transport,2354.56,1.53,15,1,0,Normal transaction in transport
shopping,11341.75,0.29,17,0,0,Normal transaction in shopping
rent,44557.84,1.7,3,1,0,Normal transaction in rent
food,3331.99,0.78,22,0,0,Normal transaction in food
rent,40550.05,1.17,7,1,0,Normal transaction in rent
food,202.06,1.16,2,0,0,Normal transaction in food
health,2744.31,0.49,5,0,0,Normal transaction in health
education,5262.01,1.09,4,0,0,Normal transaction in education
transport,776.38,0.34,11,0,0,Normal transaction in transport
shopping,2163.09,1.5,18,1,0,Normal transaction in shopping
education,7155.47,1.43,16,0,0,Normal transaction in education
rent,30604.31,1.77,27,0,0,Normal transaction in rent
entertainment,2780.27,0.73,8,0,0,Normal transaction in entertainment
food,2716.92,1.76,18,0,0,Normal transaction in food
entertainment,1886.11,1.21,7,1,0,Normal transaction in entertainment
food,2982.91,1.36,28,1,0,Normal transaction in food
other,2534.25,0.53,14,1,0,Normal transaction in other
transport,3229.88,1.62,8,0,0,Normal transaction in transport
entertainment,15471.08,5.02,10,1,1,Unusual high spike in entertainment
food,3070.14,1.07,19,0,0,Normal transaction in food
food,3427.44,0.91,11,1,0,Normal transaction in food
rent,35968.56,1.61,13,0,0,Normal transaction in rent
food,1341.63,0.46,1,0,0,Normal transaction in food
rent,24817.13,1.71,3,1,0,Normal transaction in rent
education,18152.04,1.65,22,0,0,Normal transaction in education
shopping,84181.18,5.01,2,0,1,Unusual high spike in shopping
transport,602.87,1.38,26,0,0,Normal transaction in transport
other,3317.37,0.26,10,1,0,Normal transaction in other
health,2803.9,1.66,18,0,0,Normal transaction in health
rent,211109.17,6.8,12,1,1,Unusual high spike in rent
health,1624.13,0.48,24,1,0,Normal transaction in health
health,6862.58,0.34,26,0,0,Normal transaction in health
shopping,14178.74,0.79,10,0,0,Normal transaction in shopping
transport,1832.41,1.08,8,0,0,Normal transaction in transport
health,4616.17,1.55,12,1,0,Normal transaction in health
rent,128805.88,4.88,4,1,1,Unusual high spike in rent
education,21542.92,1.72,24,1,0,Normal transaction in education
shopping,17117.91,1.38,18,1,0,Normal transaction in shopping
other,2169.27,0.78,1,1,0,Normal transaction in other
shopping,7074.33,0.89,20,1,0,Normal transaction in shopping
food,1740.28,1.77,19,1,0,Normal transaction in food
education,4255.87,0.63,14,0,0,Normal transaction in education
other,2053.86,1.34,9,0,0,Normal transaction in other
food,372.55,1.62,24,1,0,Normal transaction in food
education,593.76,1.18,20,0,0,Normal transaction in education
education,13753.65,1.61,14,0,0,Normal transaction in education
food,966.44,0.77,9,0,0,Normal transaction in food
education,20393.5,0.52,17,0,0,Normal transaction in education
transport,3082.43,1.45,9,0,0,Normal transaction in transport
rent,7249.06,1.04,4,1,0,Normal transaction in rent
health,6630.79,1.04,27,0,0,Normal transaction in health
education,17515.73,1.78,8,0,0,Normal transaction in education
other,3797.69,1.03,2,1,0,Normal transaction in other
shopping,445.61,1.58,23,0,0,Normal transaction in shopping
other,2149.61,0.62,7,1,0,Normal transaction in other
other,2524.33,0.79,2,0,0,Normal transaction in other
entertainment,11884.42,6.89,20,1,1,Unusual high spike in entertainment
shopping,9547.25,1.71,25,1,0,Normal transaction in shopping
rent,17056.3,1.77,14,0,0,Normal transaction in rent
other,436.87,0.65,12,0,0,Normal transaction in other
entertainment,1936.37,0.84,11,1,0,Normal transaction in entertainment
shopping,8562.01,1.14,18,1,0,Normal transaction in shopping
rent,21947.17,0.36,6,1,0,Normal transaction in rent
education,8843.33,0.32,4,1,0,Normal transaction in education
education,147710.74,5.4,7,0,1,Unusual high spike in education
education,882.96,0.28,17,0,0,Normal transaction in education
rent,10546.12,0.81,17,0,0,Normal transaction in rent
transport,3703.07,1.6,12,1,0,Normal transaction in transport
food,3111.98,0.21,7,0,0,Normal transaction in food
food,422.55,0.74,6,0,0,Normal transaction in food
entertainment,1152.03,0.62,2,0,0,Normal transaction in entertainment
shopping,6599.36,0.51,18,0,0,Normal transaction in shopping
transport,1185.78,1.34,26,0,0,Normal transaction in transport
health,4514.55,1.11,24,1,0,Normal transaction in health
education,8719.56,1.29,17,1,0,Normal transaction in education
rent,30852.43,0.56,13,0,0,Normal transaction in rent
education,5143.88,0.25,7,0,0,Normal transaction in education
other,1330.73,0.24,7,1,0,Normal transaction in other
food,3066.91,0.56,1,0,0,Normal transaction in food
food,2713.11,1.37,20,1,0,Normal transaction in food
education,20806.66,1.2,9,1,0,Normal transaction in education
health,6640.29,0.72,3,0,0,Normal transaction in health
entertainment,2116.97,1.19,3,1,0,Normal transaction in entertainment
shopping,5837.96,1.51,10,1,0,Normal transaction in shopping
food,1691.12,0.96,21,1,0,Normal transaction in food
entertainment,405.74,1.13,1,1,0,Normal transaction in entertainment
rent,248099.84,4.19,21,0,1,Unusual high spike in rent
other,2057.23,1.6,12,1,0,Normal transaction in other
transport,386.56,1.77,26,0,0,Normal transaction in transport
food,20394.61,3.84,23,1,1,Unusual high spike in food
entertainment,2159.75,1.16,25,1,0,Normal transaction in entertainment
entertainment,1459.71,0.57,25,1,0,Normal transaction in entertainment
transport,2883.07,1.35,3,0,0,Normal transaction in transport
other,799.99,1.16,19,0,0,Normal transaction in other
education,12873.16,0.66,4,1,0,Normal transaction in education
shopping,7661.81,1.53,12,1,0,Normal transaction in shopping
rent,6739.45,0.22,2,0,0,Normal transaction in rent
transport,1195.51,1.58,15,0,0,Normal transaction in transport
food,1053.1,1.06,16,1,0,Normal transaction in food
education,3280.85,0.58,28,1,0,Normal transaction in education
other,637.13,0.55,11,1,0,Normal transaction in other
entertainment,2528.27,0.25,17,0,0,Normal transaction in entertainment
transport,3962.23,0.85,2,0,0,Normal transaction in transport
entertainment,1426.55,1.46,8,1,0,Normal transaction in entertainment
other,3219.43,1.69,3,1,0,Normal transaction in other
rent,29083.65,0.46,21,1,0,Normal transaction in rent
rent,36584.99,0.7,17,0,0,Normal transaction in rent
other,4999.15,0.4,9,1,0,Normal transaction in other
food,713.29,1.6,28,1,0,Normal transaction in food
education,6666.97,1.21,22,0,0,Normal transaction in education
transport,929.94,1.16,5,0,0,Normal transaction in transport
food,1394.55,0.69,25,0,0,Normal transaction in food
rent,40707.92,0.61,11,0,0,Normal transaction in rent
other,1291.52,1.18,14,1,0,Normal transaction in other
food,12963.59,3.14,3,1,1,Unusual high spike in food
health,7601.76,1.48,21,1,0,Normal transaction in health
transport,1266.01,0.4,1,1,0,Normal transaction in transport
rent,33715.79,0.53,3,1,0,Normal transaction in rent
transport,446.94,1.34,1,0,0,Normal transaction in transport
other,4716.0,0.46,12,0,0,Normal transaction in other
food,2468.45,0.67,14,0,0,Normal transaction in food
rent,11108.53,0.75,11,0,0,Normal transaction in rent
rent,23590.44,0.86,4,1,0,Normal transaction in rent
transport,4253.87,0.22,28,1,0,Normal transaction in transport
entertainment,2757.59,1.2,10,1,0,Normal transaction in entertainment
shopping,3832.76,0.43,2,0,0,Normal transaction in shopping
education,20540.0,1.59,16,0,0,Normal transaction in education
entertainment,1728.68,0.5,24,1,0,Normal transaction in entertainment
food,1087.33,0.29,7,1,0,Normal transaction in food
health,623.18,1.44,16,1,0,Normal transaction in health
shopping,5703.73,1.52,23,1,0,Normal transaction in shopping
shopping,1580.48,0.9,14,1,0,Normal transaction in shopping
food,2008.88,0.48,1,1,0,Normal transaction in food
transport,3738.14,0.21,22,0,0,Normal transaction in transport
education,17550.93,0.58,14,1,0,Normal transaction in education
transport,4055.64,0.76,28,0,0,Normal transaction in transport
rent,209074.15,5.62,24,0,1,Unusual high spike in rent
rent,171831.79,5.29,8,0,1,Unusual high spike in rent
other,1464.4,0.24,13,0,0,Normal transaction in other
entertainment,1543.29,0.69,24,0,0,Normal transaction in entertainment
food,1683.5,1.3,12,1,0,Normal transaction in food
entertainment,723.89,0.55,8,1,0,Normal transaction in entertainment
food,2268.56,0.49,4,1,0,Normal transaction in food
other,29415.44,4.77,15,0,1,Unusual high spike in other
transport,1499.01,1.11,10,0,0,Normal transaction in transport
transport,1861.21,1.67,3,0,0,Normal transaction in transport
transport,1431.64,0.55,3,1,0,Normal transaction in transport
other,4595.21,0.5,25,0,0,Normal transaction in other
food,14377.45,4.03,14,1,1,Unusual high spike in food
other,2433.69,0.22,22,0,0,Normal transaction in other
shopping,17374.56,1.34,15,1,0,Normal transaction in shopping
